"","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ_perc"
"210","8.27.18",20,"Carex grisea","L","O",42,17,0,2,17,2018-08-29,0,241,2,0
"211","8.27.18",10,"Phlox cuspidata","H","O",43,7,0,0,8,2018-08-29,0,241,2,0
"212","8.27.18",10,"Phlox cuspidata","H","O",44,8,0,1,8,2018-08-29,0,241,2,0
"213","8.27.18",10,"Phlox cuspidata","H","O",45,8,0,0,8,2018-08-29,0,241,2,0
"214","8.27.18",10,"Phlox cuspidata","L","O",46,9,0,0,9,2018-08-29,0,241,2,0
"215","8.27.18",10,"Phlox cuspidata","L","O",47,7,0,0,9,2018-08-29,0,241,2,0
"216","8.27.18",10,"Phlox cuspidata","L","O",48,8,0,0,8,2018-08-29,0,241,2,0
"217","8.27.18",20,"Silene stellata","H","O",49,13,0,0,16,2018-08-29,0,241,2,0
"218","8.27.18",20,"Silene stellata","H","O",50,17,0,0,19,2018-08-29,0,241,2,0
"219","8.27.18",20,"Silene stellata","H","O",51,17,0,0,19,2018-08-29,0,241,2,0
"220","8.27.18",20,"Silene stellata","L","O",52,19,0,0,21,2018-08-29,0,241,2,0
"221","8.27.18",20,"Silene stellata","L","O",53,17,0,0,19,2018-08-29,0,241,2,0
"222","8.27.18",20,"Silene stellata","L","O",54,16,0,0,19,2018-08-29,0,241,2,0
"223","8.27.18",20,"Silene vulgaris","H","O",55,9,0,0,17,2018-08-29,0,241,2,0
"224","8.27.18",20,"Silene vulgaris","H","O",56,5,0,0,18,2018-08-29,0,241,2,0
"225","8.27.18",20,"Silene vulgaris","H","O",57,6,0,0,15,2018-08-29,1,241,2,0.0666666666666667
"226","8.27.18",20,"Silene vulgaris","L","O",58,6,0,0,20,2018-08-29,0,241,2,0
"227","8.27.18",20,"Silene vulgaris","L","O",59,0,0,0,20,2018-08-29,0,241,2,0
"228","8.27.18",20,"Silene vulgaris","L","O",60,2,0,0,20,2018-08-29,0,241,2,0
"229","8.27.18",20,"Eurbia diviricata","H","O",61,7,0,8,9,2018-08-29,0,241,2,0
"230","8.27.18",20,"Eurbia diviricata","H","O",62,11,0,5,13,2018-08-29,0,241,2,0
"231","8.27.18",20,"Eurbia diviricata","H","O",63,13,0,0,13,2018-08-29,0,241,2,0
"232","8.27.18",20,"Eurbia diviricata","L","O",64,13,0,5,15,2018-08-29,0,241,2,0
"233","8.27.18",20,"Eurbia diviricata","L","O",65,14,0,2,16,2018-08-29,0,241,2,0
"234","8.27.18",20,"Eurbia diviricata","L","O",66,6,0,10,6,2018-08-29,0,241,2,0
"235","8.27.18",10,"Thalictrum dioicum","H","O",67,1,0,9,1,2018-08-29,0,241,2,0
"236","8.27.18",10,"Thalictrum dioicum","H","O",68,4,0,6,4,2018-08-29,0,241,2,0
"237","8.27.18",10,"Thalictrum dioicum","H","O",69,5,0,5,5,2018-08-29,0,241,2,0
"238","8.27.18",10,"Thalictrum dioicum","L","O",70,9,0,1,9,2018-08-29,0,241,2,0
"239","8.27.18",10,"Thalictrum dioicum","L","O",71,6,0,4,6,2018-08-29,0,241,2,0
"240","8.27.18",10,"Thalictrum dioicum","L","O",72,4,0,6,4,2018-08-29,0,241,2,0
"241","8.27.18",20,"Anemone virginana","H","O",73,1,0,0,20,2018-08-29,0,241,2,0
"242","8.27.18",20,"Anemone virginana","H","O",74,2,0,0,20,2018-08-29,0,241,2,0
"243","8.27.18",20,"Anemone virginana","H","O",75,0,0,0,17,2018-08-29,0,241,2,0
"244","8.27.18",20,"Anemone virginana","L","O",76,3,0,0,17,2018-08-29,0,241,2,0
"245","8.27.18",20,"Anemone virginana","L","O",77,3,0,0,18,2018-08-29,0,241,2,0
"246","8.27.18",20,"Anemone virginana","L","O",78,3,0,0,15,2018-08-29,0,241,2,0
"247","8.27.18",10,"Impatiens capensis","H","O",79,1,0,9,10,2018-08-29,0,241,2,0
"248","8.27.18",10,"Impatiens capensis","H","O",80,0,0,10,10,2018-08-29,0,241,2,0
"249","8.27.18",10,"Impatiens capensis","H","O",81,4,0,8,10,2018-08-29,0,241,2,0
"250","8.27.18",10,"Impatiens capensis","L","O",82,0,0,10,10,2018-08-29,0,241,2,0
"251","8.27.18",10,"Impatiens capensis","L","O",83,0,0,0,10,2018-08-29,0,241,2,0
"252","8.27.18",10,"Impatiens capensis","L","O",84,0,0,0,10,2018-08-29,0,241,2,0
"253","8.27.18",20,"Oenethera biennis","H","O",1,5,0,0,20,2018-08-30,6,242,3,0.3
"254","8.27.18",20,"Oenethera biennis","H","O",2,3,0,2,18,2018-08-30,10,242,3,0.555555555555556
"255","8.27.18",20,"Oenethera biennis","H","O",3,1,0,0,18,2018-08-30,10,242,3,0.555555555555556
"256","8.27.18",20,"Oenethera biennis","L","O",4,3,0,2,14,2018-08-30,0,242,3,0
"257","8.27.18",20,"Oenethera biennis","L","O",5,8,0,0,12,2018-08-30,0,242,3,0
"258","8.27.18",20,"Oenethera biennis","L","O",6,2,0,0,13,2018-08-30,0,242,3,0
"259","8.27.18",20,"Cryptotaenia canadensis","H","O",7,19,0,0,19,2018-08-30,0,242,3,0
"260","8.27.18",20,"Cryptotaenia canadensis","H","O",8,16,0,2,16,2018-08-30,0,242,3,0
"261","8.27.18",20,"Cryptotaenia canadensis","H","O",9,14,0,1,18,2018-08-30,0,242,3,0
"262","8.27.18",20,"Cryptotaenia canadensis","L","O",10,19,0,0,19,2018-08-30,0,242,3,0
"263","8.27.18",20,"Cryptotaenia canadensis","L","O",11,19,0,2,19,2018-08-30,0,242,3,0
"264","8.27.18",20,"Cryptotaenia canadensis","L","O",12,18,0,0,18,2018-08-30,0,242,3,0
